matureform	total copies	hsa_Adrenocarcinoma-SW-mock,hsa_Adrenocarcinoma-SW-YFV,hsa_AML-HL60,hsa_AML-Kas1,hsa_AML-THP1,hsa_AML1-d0,hsa_AML1-d29,hsa_AML2-d0,hsa_AML2-d29,hsa_AML3-d0,hsa_AML3-d29,hsa_Astroblastoma-DD040800,hsa_Astrocytoma-FC020688,hsa_Astrocytoma-WL210995,hsa_B-ALL-REH,hsa_B-ALL1-d0,hsa_B-ALL2-d0,hsa_B-ALL2-d29,hsa_B-ALL3-d0,hsa_B-ALL3-d29,hsa_B-ALL4-d0,hsa_B-ALL4-d29,hsa_B-ALL5-d0,hsa_B-ALL5-d29,hsa_B-ALL6-d0,hsa_B-ALL6-d29,hsa_B-ALL7-d0,hsa_B-ALL7-d29,hsa_B-ALL8-d0,hsa_B-ALL8-d29,hsa_B-ALL8-d43,hsa_B-ALL9-d0,hsa_B-cell-CD19,hsa_B-cell-CD19-2,hsa_B-cell-CD19-pool,hsa_B-CLL-EHEB,hsa_B-CLL-Mec2,hsa_B-CLL1,hsa_B-CLL11,hsa_B-CLL12,hsa_B-CLL13,hsa_B-CLL4,hsa_B-CLL5,hsa_B-CLL5_2,hsa_B-CLL6,hsa_B-CLL7,hsa_B-CLL8,hsa_BL-BCBL1-new,hsa_BL-BCBL1-old,hsa_Breast-adenocarcinoma-MCF7,hsa_Breast-duct-carcinoma-SKBR3,hsa_Breast-duct-HCC38,hsa_Breast-epith-fiborcystic-MCF10A,hsa_Breast-invasive-duct-BT474,hsa_Breast-invasive-duct-T47,hsa_Burkitt-BL41-95-EBV,hsa_Burkitt-BL41-mock,hsa_Burkitt-CA-46,hsa_Burkitt-DG-75,hsa_Burkitt-patient1,hsa_Burkitt-patient2,hsa_Burkitt-patient3,hsa_Burkitt-Raji,hsa_Cerebellum-adult,hsa_Cervix-HeLa-adh,hsa_Cervix-HeLa-adh-2,hsa_Cervix-HeLa-CD4,hsa_Cervix-HeLa-HIV,hsa_Cervix-HeLa-IFNa,hsa_Cervix-HeLa-IFNg,hsa_Cervix-HeLa-susp,hsa_DC-stim,hsa_DC-unstim,hsa_Desmo-tumor-JN-Dsrct,hsa_DLBCL-DLBL1,hsa_DLBCL-DLBL2,hsa_DLBCL-DLBL3,hsa_DLBCL-DLBL4,hsa_DLBCL-Ly1,hsa_DLBCL-LY3,hsa_DLBCL-SUDHL6,hsa_Epididymis,hsa_Ewing-Sarcoma-A673,hsa_Fibrobl-CMV,hsa_Follic-Lymphoma-F1,hsa_Follic-Lymphoma-F2,hsa_Frontal-cortex-adult,hsa_Gliobl-SNB19,hsa_Gliobl-U87,hsa_Granulocytes-CD15,hsa_Heart,hsa_Hepatocell-carcinoma-Huh7-HCV,hsa_Hepatocell-carcinoma-Huh7-mock,hsa_Hepatoma-HepG2,hsa_Hepatoma-HepG2-HBV,hsa_Hepatoma-PLC,hsa_Hippocamp-adult,hsa_Hodgkin-KMH2,hsa_Hodgkin-L1236,hsa_Hodgkin-L428,hsa_Hodgkin-L591,hsa_HSC-CD34,hsa_Kidney-embryo-HEK293,hsa_Kidney-embryo-HEK293-6d,hsa_Kidney-embryo-HEK293-exp,hsa_Kidney-embryo-HEK293-Fas12,hsa_Liver,hsa_Lung-adenoc-A549-IFNa,hsa_Lung-adenoc-A549-IFNb,hsa_Lung-adenoc-A549-IFNg,hsa_Lung-adenoc-A549-mock,hsa_MC-Lymphoma-Granta-519,hsa_MC-Lymphoma-Jeko-1,hsa_MC-Lymphoma-JVM-2,hsa_MC-Lymphoma-M1,hsa_MC-Lymphoma-M2,hsa_Medullobl-DAOY,hsa_Midbrain-adult,hsa_Monocytes-CD14,hsa_MZ-Lymphoma-MZ2,hsa_Neurobl-BE2,hsa_Neurobl-SHSY5Y,hsa_Neurobl-SHSY5Y-IFNg-24h,hsa_Neurobl-SHSY5Y-RA,hsa_NK-CD56,hsa_Osteosarcoma-SAOS2,hsa_Osteosarcoma-U2Os-ind-24h,hsa_Osteosarcoma-U2Os-uninduced,hsa_Ovary,hsa_Pancreatic-islets,hsa_Pituitary,hsa_Placenta,hsa_Plasmocytoma-U266,hsa_Podocytes-Moins-diff,hsa_Podocytes-Moins-undiff,hsa_Prostata,hsa_renal_carcinoma-DH1,hsa_renal_carcinoma-DH1-diff-3d,hsa_renal_carcinoma-DH1-diff-6d,hsa_Seminoma-2073,hsa_Seminoma-2073-NE1,hsa_Spleen,hsa_T-ALL-Jurkat,hsa_T-ALL1-d0,hsa_T-ALL2-d0,hsa_T-ALL3-d0,hsa_T-ALL3-d29,hsa_T-ALL4-d0,hsa_T-ALL4-d29,hsa_T-ALL5-d0,hsa_T-ALL5-d29,hsa_T-cell-CD4,hsa_T-cell-CD4-2,hsa_T-cell-CD4-A301,hsa_T-cell-CD4-ACH2,hsa_T-cell-CD4-ACH2-stim,hsa_T-cell-CD4-effector,hsa_T-cell-CD4-memory,hsa_T-cell-CD4-naive,hsa_T-cell-CD8,hsa_T-cell-CD8-2,hsa_T-cell-CD8-naive,hsa_Teratocarcinoma-NT2-norm,hsa_Teratocarcinoma-NT2-RA,hsa_Teratocarcinoma-PA1,hsa_Testis,hsa_Thyroid,hsa_USSC,hsa_USSC-d1,hsa_USSC-d3,hsa_USSC-d7,hsa_Uterus
hsa-miR-214	115.000	0.00401,0.00608,0.00000,0.00000,0.00000,0.00097,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00065,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00078,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00114,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00884,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00227,0.00000,0.00402,0.00000,0.00000,0.00065,0.00000,0.00312,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00256,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00685,0.00000,0.00000,0.00054,0.00152,0.00162,0.00737,0.00683,0.00000,0.00000,0.00000,0.00110,0.00991,0.00000,0.00000,0.00128,0.00000,0.00000,0.00000,0.00704,0.00390,0.00072,0.00491,0.00000,0.00000,0.00727,0.00000,0.00000,0.00000,0.00362,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00801,0.00348,0.00000,0.00349,0.00074,0.00066,0.00163
hsa-miR-215	2.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00833,0.00259,0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
hsa-miR-216a	26.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00069,0.00000,0.00000,0.00000,0.00228,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00050,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02086,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00095,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
hsa-miR-216b	8.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00069,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00050,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00768,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
hsa-miR-217	12.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00768,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00474,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
hsa-miR-218	66.000	0.00000,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00057,0.00065,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00316,0.00184,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00076,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00258,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00160,0.00512,0.00914,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00762,0.00323,0.02632,0.00410,0.00000,0.00000,0.00172,0.00000,0.00000,0.00190,0.00061,0.00064,0.00000,0.00000,0.00000,0.00000,0.00000,0.00072,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
hsa-miR-219-3p	8.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00065,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00335,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00356,0.00000,0.00000,0.00000,0.00000,0.00072,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
hsa-miR-219-5p	10.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00260,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00114,0.00062,0.00000,0.00158,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00258,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
hsa-miR-22	1518.000	0.00935,0.00243,0.00000,0.00000,0.00284,0.02339,0.00000,0.00824,0.00733,0.00000,0.00583,0.00741,0.01429,0.03118,0.00000,0.00199,0.00000,0.00354,0.00865,0.00099,0.00200,0.01653,0.00352,0.00759,0.00116,0.01250,0.00314,0.00740,0.00000,0.00000,0.00972,0.00160,0.00074,0.00304,0.00141,0.00272,0.00265,0.00149,0.00119,0.00000,0.00152,0.00000,0.00895,0.00139,0.00323,0.00090,0.00059,0.00481,0.00491,0.00000,0.00000,0.00922,0.03030,0.00416,0.00676,0.00000,0.00000,0.00000,0.00000,0.02257,0.02264,0.01945,0.00561,0.00255,0.00474,0.00184,0.00000,0.00826,0.00548,0.00622,0.00000,0.02943,0.01488,0.02209,0.00743,0.01703,0.00841,0.00000,0.00725,0.00000,0.00130,0.02797,0.00540,0.04024,0.00192,0.00576,0.00587,0.01796,0.01562,0.00544,0.01065,0.06667,0.03368,0.01271,0.01957,0.04444,0.00602,0.00121,0.00220,0.00068,0.00165,0.00221,0.00000,0.00479,0.00512,0.00522,0.01361,0.01053,0.00623,0.00786,0.00000,0.00000,0.00053,0.00120,0.00211,0.00588,0.02055,0.01205,0.00816,0.00921,0.00000,0.00323,0.00211,0.00683,0.00103,0.01639,0.00860,0.01485,0.00534,0.00569,0.01770,0.01594,0.00000,0.03545,0.03817,0.01800,0.05070,0.03087,0.09165,0.00000,0.01423,0.02364,0.00000,0.00239,0.00000,0.01739,0.00345,0.01567,0.02518,0.00567,0.01387,0.00246,0.00713,0.00335,0.00000,0.00000,0.00000,0.00188,0.00000,0.00575,0.00162,0.00000,0.00357,0.01549,0.00461,0.01675,0.00348,0.05042,0.02582,0.04080,0.01516,0.01631
hsa-miR-220-5p	0.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
hsa-miR-220b-5p	0.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
hsa-miR-220c-5p	0.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
